nname,mins,club_yc90,club_g90,club_a90
francisco calvo,2246,0.3606,0.0401,0.0401
francisco conceicao,6718,0.2411,0.1876,0.1876
francisco moura,7068,0.1655,0.0891,0.2037
francisco ortega,5797,0.1397,0.0155,0.0621
francisco perruzzi,602,0.598,0.0,0.0
francisco petrasso,1855,0.3396,0.0485,0.0485
francisco sierralta,862,0.2088,0.1044,0.0
francisco tinaglini,1959,0.0919,0.0,0.0
francisco trincao,9868,0.0365,0.2645,0.3831
franck honorat,5044,0.0,0.1606,0.3925
franck surdez,1923,0.1872,0.1404,0.234
franco carboni,483,0.559,0.0,0.1863
franco cervi,879,0.3072,0.0,0.2048
franco ferrari,2780,0.3885,0.0,0.1295
franco israel,3960,0.0455,0.0,0.0
franco mastantuono,1748,0.2574,0.1545,0.0515
franco orozco,1500,0.18,0.24,0.06
franco tongya,2281,0.2367,0.1973,0.1973
franco vazquez,547,0.1645,0.1645,0.3291
francois kamano,732,0.123,0.2459,0.123
franculino,3870,0.186,0.7674,0.186
franjo ivanovic,4437,0.1014,0.4868,0.2028
frank anguissa,6258,0.1151,0.1438,0.1438
frank feller,570,0.0,0.0,0.0
frank magri,3394,0.2652,0.2917,0.1061
frank onyeka,4021,0.2686,0.0224,0.1119
frankie kent,3446,0.1306,0.0784,0.0261
franklin tebo uchenna,523,0.3442,0.1721,0.1721
frans kratzig,2222,0.0405,0.081,0.1215
frantzdy pierrot,3092,0.2329,0.3493,0.0291
franz brorsson,2164,0.1248,0.0,0.0
fraser forster,990,0.0,0.0,0.0
fraser murray,2285,0.1969,0.1575,0.1575
fred,6883,0.2877,0.1569,0.17
freddie potts,1363,0.066,0.0,0.066
frederic ananou,504,0.1786,0.0,0.0
frederic guilbert,4574,0.0984,0.0394,0.0197
frederic veseli,628,0.1433,0.0,0.0
frederico duarte,862,0.2088,0.2088,0.2088
frederico venancio,3894,0.2773,0.0231,0.0462
frederik alves,3468,0.0779,0.026,0.0
frederik brandhof,888,0.2027,0.0,0.1014
frederik gytkjaer,1327,0.2713,0.4069,0.1356
frederik lauenborg,632,0.1424,0.2848,0.0
frederik rieper,2411,0.0,0.0,0.0
frederik ronnow,7221,0.0623,0.0,0.0
frederik tingager,4133,0.0653,0.0871,0.0653
frederik winther,484,0.186,0.0,0.0
fredrik aursnes,9750,0.0738,0.0646,0.1754
fredrik bjrkan,3033,0.1484,0.0297,0.2077
fredrik hammar,3275,0.2473,0.0275,0.0275
fredrik jensen,2771,0.065,0.0974,0.065
fredrik midtsj,2076,0.2601,0.0434,0.0867
fredrik oldrup jensen,2090,0.0431,0.0,0.0431
fredrik oppegard,3341,0.0539,0.0,0.0269
fredrik pallesen knudsen,977,0.0921,0.0921,0.0
fredrik sjvold,3110,0.0868,0.0289,0.0
fredy,3035,0.0593,0.1186,0.1186
frenkie de jong,6575,0.2327,0.0548,0.1369
fuki yamada,491,0.3666,0.1833,0.3666
funsho bamgboye,1511,0.4169,0.1191,0.0
furkan bayr,2209,0.3259,0.0407,0.0407
furkan soyalp,2868,0.3452,0.0941,0.0628
gabi kanichowsky,1224,0.1471,0.2206,0.1471
gabor szalai,924,0.1948,0.0974,0.0
gabri martinez,4429,0.2235,0.2032,0.2235
gabri veiga,2255,0.3592,0.2395,0.439
gabriel,9439,0.1335,0.1144,0.0763
gabriel batista,6660,0.0676,0.0,0.0135
gabriel eskinja,1822,0.2964,0.0,0.0494
gabriel florentin,1210,0.4463,0.0,0.2975
gabriel gudmundsson,6326,0.1138,0.0569,0.0285
gabriel jesus,2515,0.3579,0.3579,0.2863
gabriel martinelli,6684,0.1077,0.3366,0.202
gabriel misehouy,855,0.1053,0.3158,0.2105
gabriel moscardo,1436,0.5014,0.0627,0.0
gabriel osho,2909,0.0928,0.0619,0.0
gabriel paulista,4299,0.1047,0.0209,0.0628
gabriel pereira,7085,0.1778,0.1016,0.0127
gabriel pires,493,0.3651,0.1826,0.0
gabriel sara,5817,0.1238,0.1238,0.2321
gabriel silva,5579,0.0968,0.242,0.0807
gabriel slonina,1080,0.0833,0.0,0.0
gabriel strefezza,4661,0.2124,0.1738,0.2317
gabriel suazo,5678,0.1585,0.0,0.1585
gabriel veron,831,0.2166,0.1083,0.0
gabriele piccinini,941,0.3826,0.0,0.0
gabriele zappa,6363,0.099,0.0283,0.0849
gabrielzinho,1001,0.0899,0.2697,0.1798
gaby jean,1669,0.0539,0.0,0.0
gaetan coucke,900,0.0,0.0,0.0
gaetan laborde,2840,0.0951,0.412,0.1901
gaetan perrin,4160,0.1082,0.2812,0.3245
gaetan robail,481,0.1871,0.0,0.1871
gaetano castrovilli,1125,0.0,0.08,0.16
gaetano oristanio,3571,0.1008,0.126,0.0756
gaius makouta,6317,0.2137,0.057,0.057
gaizka larrazabal,6654,0.2164,0.1082,0.1082
galeno,3881,0.1623,0.4638,0.1623
gamid agalarov,4523,0.1393,0.4378,0.1393
gaoussou diakite,517,0.3482,0.3482,0.0
garcia,3368,0.1871,0.0,0.0802
garry rodrigues,1913,0.2352,0.2352,0.1882
gary magnee,4818,0.056,0.0747,0.2055
gaspar,5566,0.2102,0.0162,0.0162
gaston alvarez,1340,0.2687,0.0672,0.0
gauthier gallon,945,0.0952,0.0,0.0
gauthier hein,2355,0.0382,0.3057,0.2675
gautier larsonneur,3033,0.1484,0.0,0.0
gautier lloris,6520,0.1104,0.0552,0.0276
gavi,2387,0.4147,0.1131,0.1508
gavin bazunu,540,0.0,0.0,0.0
gavin molloy,2672,0.1684,0.0,0.0
gedeon guzina,1487,0.3026,0.121,0.1816
gedson fernandes,8250,0.1527,0.2182,0.0764
gelson martins,4715,0.1527,0.21,0.2291
gennadiy pasich,5840,0.1387,0.0616,0.0154
gennaro borrelli,1397,0.2577,0.3865,0.1288
geny catamo,7116,0.0885,0.2403,0.1518
geoffrey kondogbia,4400,0.1636,0.0205,0.0205
geoffry hairemans,1976,0.0911,0.1822,0.1822
george cox,1220,0.2213,0.0,0.0
george harmon,2063,0.1309,0.0873,0.0873
george hirst,942,0.2866,0.4777,0.1911
george ilenikhena,2017,0.0,0.4462,0.1339
george puscas,1873,0.0,0.3844,0.0481
george stanger,1270,0.2835,0.1417,0.0
george wickens,1260,0.0714,0.0,0.0
georges mikautadze,6470,0.0556,0.5842,0.2782
georgie gent,1066,0.0844,0.1689,0.1689
georginio rutter,3955,0.1138,0.2503,0.182
georgios agapakis,524,0.687,0.0,0.0
georgios athanasiadis,1978,0.182,0.0,0.0
georgios giakoumakis,2027,0.2664,0.666,0.0888
georgios giannoutsos,1824,0.0,0.0,0.0
georgios kanellopoulos,741,0.3644,0.0,0.2429
georgios katris,2706,0.0998,0.0333,0.0333
georgios kornezos,2277,0.2372,0.0,0.0
georgios kyriakopoulos,6535,0.1515,0.0689,0.1102
georgios liavas,3579,0.176,0.0251,0.176
georgios manthatis,2209,0.2852,0.1222,0.0407
georgios masouras,2527,0.1068,0.2137,0.0712
georgios mygas,4217,0.3842,0.0,0.0854
georgios pamlidis,523,0.1721,0.1721,0.0
georgios papadopoulos,614,0.4397,0.0,0.0
georgios saramantas,843,0.3203,0.0,0.0
georgios tzavellas,810,0.3333,0.0,0.0
georgios tzovaras,1021,0.1763,0.2644,0.2644
georgios vagiannidis,4592,0.2352,0.0392,0.1568
georgios vrakas,768,0.7031,0.0,0.0
georgiy bushchan,4050,0.0444,0.0,0.0
georgiy dzhikiya,2760,0.163,0.0652,0.0
georgiy harutyunyan,866,0.2079,0.0,0.0
georgiy melkadze,3318,0.1899,0.2712,0.1899
georgiy sudakov,7425,0.097,0.3152,0.1939
georgiy yermakov,3090,0.0874,0.0,0.0
georgiy zotov,1014,0.1775,0.0,0.0888
geovani,769,0.117,0.117,0.0
geovany quenda,4662,0.0965,0.1737,0.2703
gerald alders,736,0.0,0.0,0.0
gerald taylor,781,0.3457,0.0,0.0
gerard gumbau,3906,0.2995,0.023,0.1613
gerard martin,5016,0.2153,0.0179,0.1256
gerard moreno,3604,0.0,0.3746,0.1748
gerasimos bakadimas,701,0.0,0.0,0.0
gerasimos mitoglou,1637,0.11,0.2199,0.0
german ignatov,1615,0.1672,0.0557,0.0
german onugkha,3472,0.1296,0.4666,0.0259
german penkov,720,0.0,0.0,0.0
german pezzella,1479,0.3043,0.0,0.0
german valera,3249,0.1385,0.1108,0.1385
gernot trauner,3060,0.2353,0.0588,0.0588
geronimo rulli,7020,0.0385,0.0,0.0
gerrit holtmann,1676,0.1611,0.1611,0.0537
gerrit nauber,5404,0.1332,0.1166,0.0
gerson,1147,0.2354,0.2354,0.0
gerson sousa,1182,0.3046,0.0,0.0761
gerzino nyamsi,5100,0.2471,0.0882,0.0
gessime yassine,510,0.0,0.0,0.3529
ghislain konan,2661,0.1691,0.0,0.0
giacomo bonaventura,1368,0.1974,0.1316,0.0658
giacomo raspadori,3363,0.0535,0.3479,0.1873
gian marco ferrari,1627,0.1106,0.0553,0.0
giangiacomo magnani,2458,0.1831,0.0366,0.0
gianluca busio,2527,0.1425,0.0712,0.0
gianluca caprari,1820,0.1484,0.1978,0.0989
gianluca gaetano,4050,0.1333,0.2,0.2
gianluca lapadula,1475,0.1831,0.2441,0.061
gianluca mancini,9840,0.2561,0.1189,0.0457
gianluca prestianni,2413,0.5222,0.1119,0.2611
gianluca scamacca,3561,0.2022,0.6824,0.2275
gianluigi donnarumma,9592,0.1314,0.0,0.0
giannis apostolakis,3270,0.3578,0.055,0.0
giannis bouzoukis,3041,0.2368,0.0888,0.0888
giannis christopoulos,1532,0.0587,0.0,0.0587
giannis doiranlis,2564,0.1755,0.0,0.0
giannis fetfatzidis,1033,0.0871,0.1742,0.0871
giannis gelios,910,0.0,0.0,0.0
giannis gianniotas,1607,0.336,0.224,0.168
giannis kargas,2241,0.3213,0.0,0.0
giannis kiakos,653,0.0,0.0,0.1378
giannis konstantelias,6103,0.118,0.3687,0.1622
giannis kosti,3962,0.4089,0.159,0.0227
giannis kotsiras,3999,0.1575,0.0,0.0675
giannis loukinas,1105,0.1629,0.3258,0.0
giannis michailidis,5391,0.2003,0.0334,0.0334
giannis papanikolaou,3430,0.3411,0.0262,0.0262
giannis pasas,832,0.1082,0.4327,0.1082
giannis theodosoulakis,1167,0.3856,0.3856,0.0771
giannis tsivelekidis,1435,0.0,0.0,0.0
gibson yah,1665,0.1081,0.0,0.1622
gideon mensah,4618,0.1949,0.0,0.039
gift links,4551,0.0989,0.2175,0.1978
gift orban,3460,0.2341,0.3642,0.078
gijs besselink,524,0.5153,0.0,0.0
gijs smal,5184,0.1042,0.0,0.2083
gil dias,3903,0.3689,0.2075,0.2537
gilberto batista,2487,0.1809,0.0,0.0
gilles dewaele,1349,0.1334,0.0667,0.0667
gilles ruyssen,2480,0.1815,0.0,0.0
giorgi abuashvili,687,0.131,0.262,0.0
giorgi aburjania,593,0.1518,0.0,0.0
giorgi gocholeishvili,2952,0.122,0.0305,0.0915
giorgi kochorashvili,767,0.2347,0.0,0.2347
giorgi kutsia,1698,0.636,0.0,0.0
giorgi kvilitaia,799,0.2253,0.5632,0.0
giorgi maisuradze,1879,0.3832,0.0479,0.1437
giorgi mamardashvili,6437,0.0559,0.0,0.0
giorgi tabatadze,539,0.5009,0.167,0.5009
giorgi tsitaishvili,2459,0.1098,0.1098,0.0732
giorgio altare,751,0.2397,0.0,0.0
giorgio scalvini,4287,0.1679,0.084,0.063
giorgiy shelia,5130,0.0351,0.0,0.0351
giovane,2022,0.089,0.1335,0.2671
giovani lo celso,3522,0.23,0.2811,0.1533
giovanni di lorenzo,8432,0.1067,0.0534,0.0961
giovanni fabbian,4040,0.2005,0.2005,0.0891
giovanni gonzalez,5535,0.2439,0.0488,0.0813
giovanni leoni,1286,0.21,0.07,0.0
giovanni reyna,1477,0.3047,0.1828,0.1828
giovanni simeone,3631,0.0991,0.347,0.1239
giovanni van zwam,1473,0.1222,0.0,0.0
giovany herbert,456,0.1974,0.1974,0.0
gisli thordarson,708,0.2542,0.0,0.0
giulian biancone,3337,0.3236,0.1079,0.027
giuliano simeone,7586,0.1542,0.1542,0.2254
giulio maggiore,1079,0.4171,0.3336,0.1668
giuseppe pezzella,6517,0.2624,0.0,0.0691
givairo read,3709,0.1213,0.1213,0.2669
gjivai zechiel,5440,0.2151,0.182,0.2316
gleiker mendoza,2441,0.1475,0.4424,0.4424
glen kamara,717,0.0,0.0,0.1255
glenn bijl,2320,0.2328,0.0388,0.0388
glenn middleton,1703,0.1585,0.1057,0.1585
godfried frimpong,6224,0.1157,0.0145,0.0723
godfried roemeratoe,2881,0.2187,0.0312,0.0625
goduine koyalipou,1948,0.0462,0.3696,0.0462
gokcan kaya,1399,0.1287,0.0643,0.1287
gokdeniz bayrakdar,1530,0.1765,0.0,0.0588
gokhan akkan,1950,0.0462,0.0,0.0462
gokhan degirmenci,855,0.0,0.0,0.0
gokhan gul,3193,0.1409,0.1127,0.0846
gokhan sazdag,5776,0.3428,0.0,0.1091
goktan gurpuz,1948,0.0924,0.0,0.2772
goncalo borges,2176,0.3722,0.2068,0.2895
goncalo costa,1787,0.2518,0.1007,0.1007
goncalo franco,1560,0.1154,0.1154,0.0577
goncalo guedes,4667,0.1157,0.3085,0.3085
goncalo inacio,8121,0.1219,0.0997,0.0776
goncalo miguel,814,0.1106,0.0,0.0
goncalo nogueira,1549,0.1743,0.0,0.2324
goncalo paciencia,730,0.3699,0.3699,0.1233
goncalo ramos,3775,0.0954,0.7629,0.143
goncalo silva,1690,0.1065,0.0533,0.0
goni naor,916,0.1965,0.0,0.0
gonzalo crettaz,2880,0.0625,0.0,0.0
gonzalo escalante,1000,0.18,0.09,0.0
gonzalo garcia,1982,0.0908,0.5903,0.227
gonzalo montiel,1418,0.4443,0.0635,0.1269
gonzalo villar,1682,0.321,0.0535,0.0
gora diouf,898,0.5011,0.1002,0.1002
gorby,5068,0.1953,0.0888,0.0178
gorka guruzeta,7358,0.1101,0.4036,0.1468
gorkem saglam,3585,0.3264,0.1255,0.251
grady diangana,950,0.2842,0.0947,0.0
graeme shinnie,6514,0.3316,0.0553,0.0829
graeme torrilla,660,0.2727,0.0,0.0
graham carey,2683,0.1342,0.1677,0.3354
granit xhaka,9452,0.1904,0.0667,0.1333
grant hanley,1709,0.1053,0.0,0.0
gratas sirgedas,472,0.0,0.1907,0.1907
greg kiltie,4247,0.2119,0.106,0.1695
greg taylor,4938,0.1458,0.0365,0.2187
gregoire coudert,2642,0.0681,0.0,0.0
gregoire defrel,511,0.0,0.1761,0.1761
gregor kobel,10455,0.0344,0.0,0.0
grejohn kyei,1012,0.0,0.1779,0.0889
griffin yow,3012,0.1195,0.2988,0.1494
grigoris kastanos,1541,0.292,0.1752,0.1168
grischa promel,2976,0.3024,0.3024,0.0605
gudmundur thorarinsson,824,0.2184,0.0,0.2184
gue sung cho,2311,0.2726,0.3505,0.0
guela doue,6311,0.1569,0.057,0.1426
guga,1262,0.1426,0.1426,0.0713
guglielmo vicario,8623,0.0522,0.0,0.0
guido rodriguez,3539,0.3052,0.1272,0.0254
guilherme,6750,0.0667,0.04,0.16
guilherme bahia,487,0.3696,0.1848,0.0
guilherme montoia,1275,0.4235,0.0,0.0
guilherme neiva,923,0.195,0.195,0.2925
guilherme romao,890,0.0,0.0,0.1011
guilherme schettine,1973,0.2281,0.3193,0.1825
guilherme smith,1183,0.2282,0.1522,0.1522
guillaume dietsch,948,0.0949,0.0,0.0
guillaume restes,7285,0.0988,0.0,0.0124
guillermo balzi,3185,0.3956,0.2261,0.2261
guillermo maripan,5491,0.1475,0.0492,0.0164
guillermo ochoa,2970,0.1212,0.0,0.0
guima,663,0.543,0.0,0.1357
gunay guvenc,1288,0.0699,0.0,0.0
guram kashia,500,0.18,0.0,0.0
guray vural,4003,0.1574,0.0,0.045
gustaf lagerbielke,6444,0.2095,0.0698,0.0419
gustaf nilsson,2521,0.2856,0.4998,0.3213
gustav granath,824,0.0,0.0,0.0
gustav grubbe,492,0.1829,0.3659,0.0
gustav henriksson,846,0.2128,0.1064,0.0
gustav isaksen,5760,0.1094,0.2031,0.1406
gustav marcussen,1804,0.0499,0.2494,0.0998
gustav mortensen,1009,0.0,0.0,0.0
gustav wikheim,564,0.1596,0.3191,0.0
gustavo assuncao,1759,0.6652,0.1023,0.0
gustavo furtado,2473,0.5095,0.2548,0.1456
gustavo hamer,1646,0.2734,0.164,0.2734
gustavo klismahn,2010,0.1791,0.0448,0.1791
gustavo mancha,1963,0.2751,0.0,0.0
gustavo mantuan,4949,0.1637,0.1637,0.1819
gustavo mendonca,2071,0.3911,0.0435,0.0
gustavo sa,6497,0.2632,0.1385,0.1801
gustavo sauer,565,0.4779,0.0,0.1593
gustavo silva,2374,0.2275,0.4928,0.0758
gustavo varela,1537,0.1757,0.3513,0.1757
guus offerhaus,3420,0.1842,0.0789,0.0789
guus til,7379,0.0854,0.4025,0.3049
guven yalcn,3043,0.2366,0.4732,0.0887
guy marcelin kilama,4302,0.1674,0.0418,0.0418
gvidas gineitis,3731,0.2412,0.0724,0.0482
gyan de regt,3475,0.1295,0.0777,0.2331
gyrano kerk,4063,0.1551,0.1772,0.2215
gytis paulauskas,781,0.1152,0.1152,0.0
habib diallo,2071,0.0435,0.2173,0.0869
habib diarra,5425,0.282,0.1493,0.1327
habib keita,2738,0.1972,0.0657,0.0657
haissem hassan,2024,0.0445,0.0,0.1334
hajdin salihu,2719,0.2317,0.1324,0.0331
hakan calhanoglu,6695,0.2689,0.4033,0.2016
hakim sahabo,1759,0.2558,0.0,0.0512
hakim ziyech,795,0.2264,0.4528,0.3396
hakon arnar haraldsson,6540,0.2064,0.2477,0.1239
hakon evjen,2986,0.0904,0.1507,0.1507
hakon valdimarsson,954,0.0,0.0,0.0
halil akbunar,2788,0.1291,0.226,0.1614
halil dervisoglu,3338,0.1618,0.1078,0.1348
hallur hansson,511,0.3523,0.0,0.0
hamari traore,3304,0.2996,0.0,0.0545
hamdi akujobi,3353,0.2416,0.0268,0.0537
hamed traore,3363,0.2141,0.3211,0.107
hamidou keyta,458,0.5895,0.1965,0.0
hamza barry,1390,0.1942,0.0647,0.1942
hamza gureler,2120,0.2547,0.0849,0.0
hamza igamane,3127,0.2015,0.6908,0.1151
hamza mendyl,1910,0.4241,0.0471,0.1414
hamza rafia,1641,0.2194,0.0,0.0
han beom lee,3511,0.1282,0.0769,0.1538
han noah massengo,3677,0.2448,0.049,0.0245
hannes van der bruggen,5198,0.277,0.0173,0.0519
hannibal,1471,0.7954,0.0612,0.2447
hans hateboer,3175,0.1417,0.0,0.0
hans nicolussi caviglia,4515,0.2392,0.0797,0.1395
hans vanaken,8478,0.1168,0.2123,0.2123
haris belkebla,4675,0.154,0.0,0.0193
haris hajradinovic,5325,0.1183,0.2535,0.3211
haris tabakovic,3795,0.1186,0.4506,0.1186
harold moukoudi,4719,0.1907,0.1144,0.0
harrison armstrong,858,0.1049,0.0,0.3147
harrison reed,1667,0.4319,0.108,0.108
harry kane,10065,0.1073,1.082,0.2235
harry maguire,5434,0.2484,0.1491,0.0828
harry milne,2699,0.2668,0.0333,0.2001
harry paton,1439,0.2502,0.0,0.2502
harry stone,510,0.0,0.0,0.0
harry toffolo,1237,0.1455,0.0,0.0
harry wilson,4868,0.2773,0.3513,0.2773
harry winks,1722,0.2091,0.0523,0.1568
haruya fujii,1994,0.0451,0.0,0.0
harvey barnes,5969,0.0603,0.4373,0.196
harvey elliott,2599,0.1731,0.277,0.4155
hasan ali kaldrm,2482,0.2538,0.0725,0.0363
hasan kurucay,1557,0.289,0.0578,0.0
hassane kamara,5464,0.2635,0.0329,0.1153
hauke wahl,6052,0.0297,0.0446,0.0149
hayao kawabe,516,0.0,0.1744,0.5233
hazem mastouri,1539,0.4678,0.2339,0.1754
hector bellerin,3521,0.0767,0.0511,0.1534
hector fort,1767,0.1528,0.1528,0.2547
hector hernandez,1667,0.108,0.4319,0.054
hee chan hwang,3289,0.2189,0.1915,0.1368
helder costa,607,0.1483,0.1483,0.2965
helder morim,482,0.1867,0.1867,0.0
helder tavares,651,0.1382,0.0,0.0
helio varela,1728,0.3125,0.1042,0.2083
heliton,5797,0.2639,0.0155,0.0466
helton leite,1800,0.05,0.0,0.0
hendrik van crombrugge,3330,0.0541,0.0,0.0
henk veerman,1776,0.0507,0.2534,0.0507
hennes behrens,1348,0.0,0.0668,0.1335
henok teklab,1610,0.2795,0.0559,0.0559
henri koudossou,865,0.104,0.0,0.104
henrik dalsgaard,3640,0.1236,0.0247,0.0495
henrik meister,1641,0.1097,0.1645,0.0
henrikh mkhitaryan,7606,0.2012,0.0592,0.1657
henrique araujo,1299,0.2079,0.4157,0.1386
henrique carmo,919,0.1959,0.0979,0.1959
henrique pereira,745,0.1208,0.1208,0.1208
henrique silva,1714,0.2625,0.0525,0.0
henry bonello,750,0.12,0.0,0.0
henry cartwright,1138,0.2373,0.0791,0.0
henry lawrence,3745,0.1682,0.024,0.0
herba guirassy,1156,0.1557,0.3114,0.0779
heri tavares,803,0.3362,0.1121,0.0
hernani,1411,0.4465,0.2551,0.1914
herve koffi,3964,0.0908,0.0,0.0
herve matthys,895,0.1006,0.1006,0.1006
heung min son,4157,0.0217,0.3248,0.3681
hevertton,2267,0.1985,0.0397,0.0397
hicham boudaoui,5852,0.2614,0.0461,0.1077
hidde jurjus,907,0.0,0.0,0.0
hidde ter avest,1060,0.1698,0.0,0.0
hidemasa morita,5392,0.1168,0.0668,0.1502
himad abdelli,4103,0.1316,0.1755,0.0219
hiroki ito,2669,0.0337,0.0674,0.0674
hiroki sekine,884,0.1018,0.0,0.0
hirving lozano,1516,0.1781,0.3562,0.1781
hisham layous,1014,0.0888,0.4438,0.1775
hjalmar ekdal,3342,0.1077,0.0,0.0269
hjalte bidstrup,1487,0.121,0.0605,0.121
hjortur hermannsson,3109,0.2605,0.0289,0.0
honest ahanor,2172,0.1243,0.0414,0.0414
hordur magnusson,1643,0.1096,0.0548,0.0
houssem mrezigue,4543,0.1387,0.0792,0.0594
hristiyan petrov,1032,0.0872,0.0872,0.0
hrvoje ilic,1913,0.1882,0.1882,0.1882
hrvoje smolcic,2326,0.0774,0.0387,0.0387
hugo alvarez,4472,0.2214,0.1811,0.1409
hugo andersson,557,0.1616,0.0,0.0
hugo bolin,1532,0.0,0.1175,0.1762
hugo bueno,4775,0.0942,0.0377,0.1131
hugo duro,6099,0.1623,0.4132,0.0885
hugo ekitike,7235,0.0871,0.5349,0.2488
hugo felix,1425,0.1263,0.0,0.1263
hugo gambor,1483,0.2428,0.0607,0.0
hugo guillamon,1805,0.3989,0.0,0.0
hugo larsson,6652,0.0541,0.1082,0.0676
hugo magnetti,6965,0.1551,0.0517,0.0388
hugo mallo,1324,0.3399,0.068,0.068
hugo rincon,1928,0.1867,0.0467,0.0934
hugo siquet,1456,0.2473,0.1236,0.1854
hugo sotelo,3654,0.2463,0.0246,0.0739
hugo sousa,2218,0.1623,0.0406,0.0
hugo souza,1350,0.2,0.0,0.0
hugo vetlesen,3053,0.2653,0.1179,0.1179
huseyin turkmen,1860,0.0484,0.0,0.0
hussayn touati,500,0.54,0.54,0.18
hyeok kyu kwon,2567,0.1402,0.0,0.0
hyeon gyu oh,3409,0.1584,0.6072,0.2112
hyllarion goore,1341,0.1342,0.3356,0.2013
hyun ju lee,2024,0.2223,0.3113,0.1334
hyun jun yang,4120,0.0874,0.284,0.2184
hyun seok hong,2361,0.0,0.1525,0.2287
iago,1110,0.3243,0.0,0.0
iago aspas,5315,0.2201,0.4403,0.2879
iago siqueira,2030,0.4433,0.0887,0.1773
ian maatsen,5947,0.2119,0.0908,0.0908
ianis hagi,3493,0.2834,0.1804,0.2577
ianis stoica,1674,0.2151,0.1613,0.1613
ibe hautekiet,4209,0.1924,0.0428,0.0214
ibrahim akdag,1170,0.2308,0.0,0.0769
ibrahim buhari,758,0.1187,0.0,0.0
ibrahim cisse,630,0.2857,0.0,0.0
ibrahim diabate,581,0.1549,0.3098,0.0
ibrahim diakite,2226,0.2022,0.0809,0.0
ibrahim kane,4829,0.0559,0.1305,0.0559
ibrahim karamoko,1955,0.4604,0.046,0.0
ibrahim kaya,1154,0.156,0.4679,0.078
ibrahim maza,2944,0.0917,0.1529,0.214
ibrahim mbaye,1643,0.0548,0.2739,0.3287
ibrahim olawoyin,6521,0.1518,0.1794,0.138
ibrahim osman,2363,0.1904,0.2285,0.1904
ibrahim pehlivan,664,0.5422,0.0,0.0
ibrahim sadiq,2533,0.2842,0.533,0.2132
ibrahim said,2931,0.2764,0.1228,0.0614
ibrahim salah,898,0.3007,0.3007,0.2004
ibrahim sangare,4137,0.2611,0.0435,0.1305
ibrahim sissoko,817,0.1102,0.3305,0.1102
ibrahim sulemana,1962,0.2294,0.2294,0.0
ibrahima ba,1757,0.2049,0.0512,0.0512
ibrahima camara,1671,0.377,0.0,0.0
ibrahima cisse,836,0.1077,0.1077,0.0
ibrahima diaby,647,0.5564,0.0,0.1391
ibrahima konate,8898,0.2124,0.0405,0.0202
ibrahima niane,934,0.0,0.2891,0.0964
ibrahima sissoko,4670,0.424,0.0385,0.0385
ibrahima sory bangoura,2490,0.253,0.0,0.0
idar shumakhov,4953,0.1272,0.0182,0.0363
iddrisu baba,457,0.0,0.0,0.0
idrissa gueye,7483,0.1564,0.0722,0.0722
idrissa toure,2416,0.149,0.0373,0.0373
ifet djakovac,2457,0.2564,0.0733,0.1832
ignace van der brempt,2488,0.2532,0.0,0.1447
ignacio de arruabarrena,2880,0.1875,0.0,0.0
ignacio rodriguez,1187,0.3791,0.0,0.0
ignacio saavedra,3478,0.3364,0.1294,0.0259
ignasi miquel,1416,0.1271,0.0636,0.0
ignat terekhovskiy,540,0.0,0.0,0.0
ignatius ganago,1074,0.1676,0.2514,0.0838
igoh ogbu,938,0.3838,0.0,0.0
igor akinfeev,5461,0.0494,0.0,0.0165
igor diveev,7184,0.1002,0.1253,0.0251
igor dmitriev,3785,0.2378,0.1189,0.2616
igor formiga,892,0.3027,0.1009,0.0
igor gorbach,2063,0.2618,0.1745,0.1309
igor jesus,4727,0.2094,0.3427,0.1142
igor julio,2421,0.2602,0.0,0.0
igor kalinin,3586,0.4016,0.0,0.0251
igor kharatin,3810,0.2126,0.1654,0.0472
igor kogut,1307,0.4132,0.0,0.2754
igor kotsyumaka,1473,0.1833,0.0611,0.0
igor krasnopir,4953,0.109,0.3089,0.0727
igor kyryukhantsev,3480,0.1552,0.0517,0.1034
igor leshchuk,2620,0.0,0.0344,0.0
igor lichnovsky,1170,0.2308,0.0,0.1538
igor matanovic,3309,0.136,0.4624,0.136
igor medynskyi,3238,0.1668,0.0,0.0278
igor neves,3120,0.1731,0.1731,0.1442
igor obukhov,1080,0.0,0.0,0.0
igor paixao,7886,0.0457,0.3994,0.3081
igor perduta,5623,0.112,0.032,0.096
igor rossi,890,0.3034,0.0,0.0
igor silva,1303,0.0691,0.0691,0.0
igor thiago,4111,0.2627,0.6568,0.0219
igor vekic,4050,0.0222,0.0,0.0
igor vujacic,6358,0.2123,0.0142,0.0
igor yurganov,2511,0.1792,0.0,0.0
igor zubeldia,7542,0.2983,0.0119,0.0239
ihlas bebou,1139,0.158,0.3161,0.3951
iker bravo,797,0.3388,0.2258,0.1129
iker losada,2123,0.1272,0.1696,0.1272
iker muniain,467,0.0,0.5782,0.0
iker munoz,3410,0.2903,0.0792,0.0264
ilaix moriba,6388,0.3663,0.0423,0.1127
ilan kebbal,2232,0.2823,0.3629,0.1613
ilay camara,3846,0.0936,0.0468,0.234
ilia gruev,1819,0.1484,0.0,0.1484
ilias akhomach,2906,0.1858,0.1549,0.1239
ilias bronkhorst,2406,0.2244,0.0748,0.0748
ilias chatzitheodoridis,4627,0.2918,0.0389,0.0389
ilias sebaoui,4654,0.058,0.1547,0.0774
